Target,VulnerabilityID,Package,InstalledVersion,FixedVersion,Severity,Title,PrimaryURL
usr/bin/mongoexport,CVE-2026-46600,stdlib,v1.26.5,"1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing,https://avd.aquasec.com/nvd/cve-2026-46600
usr/bin/mongoexport,CVE-2026-56853,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/bin/mongoexport,CVE-2026-56858,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/bin/mongoexport,CVE-2026-56859,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/bin/mongoexport,CVE-2026-56860,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/bin/mongoexport,CVE-2026-56862,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
usr/bin/mongofiles,CVE-2026-56854,golang.org/x/crypto,v0.54.0,0.55.0,CRITICAL,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions,https://avd.aquasec.com/nvd/cve-2026-56854
usr/bin/mongofiles,CVE-2026-33818,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
usr/bin/mongofiles,CVE-2026-39821,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,https://avd.aquasec.com/nvd/cve-2026-39821
usr/bin/mongofiles,CVE-2026-46600,stdlib,v1.26.5,"1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing,https://avd.aquasec.com/nvd/cve-2026-46600
usr/bin/mongofiles,CVE-2026-56853,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/bin/mongofiles,CVE-2026-56858,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/bin/mongofiles,CVE-2026-56859,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/bin/mongofiles,CVE-2026-56860,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/bin/mongofiles,CVE-2026-56862,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
usr/bin/mongoimport,CVE-2026-56854,golang.org/x/crypto,v0.54.0,0.55.0,CRITICAL,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions,https://avd.aquasec.com/nvd/cve-2026-56854
usr/bin/mongoimport,CVE-2026-33818,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
usr/bin/mongoimport,CVE-2026-39821,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,https://avd.aquasec.com/nvd/cve-2026-39821
usr/bin/mongoimport,CVE-2026-46600,stdlib,v1.26.5,"1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing,https://avd.aquasec.com/nvd/cve-2026-46600
usr/bin/mongoimport,CVE-2026-56853,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/bin/mongoimport,CVE-2026-56858,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/bin/mongoimport,CVE-2026-56859,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/bin/mongoimport,CVE-2026-56860,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/bin/mongoimport,CVE-2026-56862,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
usr/bin/mongorestore,CVE-2026-56854,golang.org/x/crypto,v0.54.0,0.55.0,CRITICAL,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions,https://avd.aquasec.com/nvd/cve-2026-56854
usr/bin/mongorestore,CVE-2026-33818,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
usr/bin/mongorestore,CVE-2026-39821,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,https://avd.aquasec.com/nvd/cve-2026-39821
usr/bin/mongorestore,CVE-2026-46600,stdlib,v1.26.5,"1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing,https://avd.aquasec.com/nvd/cve-2026-46600
usr/bin/mongorestore,CVE-2026-56853,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/bin/mongorestore,CVE-2026-56858,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/bin/mongorestore,CVE-2026-56859,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/bin/mongorestore,CVE-2026-56860,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/bin/mongorestore,CVE-2026-56862,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
usr/bin/mongostat,CVE-2026-56854,golang.org/x/crypto,v0.54.0,0.55.0,CRITICAL,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions,https://avd.aquasec.com/nvd/cve-2026-56854
usr/bin/mongostat,CVE-2026-33818,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
usr/bin/mongostat,CVE-2026-39821,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,https://avd.aquasec.com/nvd/cve-2026-39821
usr/bin/mongostat,CVE-2026-46600,stdlib,v1.26.5,"1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing,https://avd.aquasec.com/nvd/cve-2026-46600
usr/bin/mongostat,CVE-2026-56853,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/bin/mongostat,CVE-2026-56858,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/bin/mongostat,CVE-2026-56859,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/bin/mongostat,CVE-2026-56860,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/bin/mongostat,CVE-2026-56862,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
usr/bin/mongotop,CVE-2026-56854,golang.org/x/crypto,v0.54.0,0.55.0,CRITICAL,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions,https://avd.aquasec.com/nvd/cve-2026-56854
usr/bin/mongotop,CVE-2026-33818,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
usr/bin/mongotop,CVE-2026-39821,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,https://avd.aquasec.com/nvd/cve-2026-39821
usr/bin/mongotop,CVE-2026-46600,stdlib,v1.26.5,"1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing,https://avd.aquasec.com/nvd/cve-2026-46600
usr/bin/mongotop,CVE-2026-56853,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/bin/mongotop,CVE-2026-56858,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/bin/mongotop,CVE-2026-56859,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/bin/mongotop,CVE-2026-56860,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/bin/mongotop,CVE-2026-56862,stdlib,v1.26.5,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
usr/local/bin/gosu,CVE-2025-68121,stdlib,v1.24.6,"1.24.13, 1.25.7, 1.26.0-rc.3",CRITICAL,crypto/tls: crypto/tls: Incorrect certificate validation during TLS session resumption,https://avd.aquasec.com/nvd/cve-2025-68121
usr/local/bin/gosu,CVE-2025-61726,stdlib,v1.24.6,"1.24.12, 1.25.6",HIGH,golang: net/url: Memory exhaustion in query parameter parsing in net/url,https://avd.aquasec.com/nvd/cve-2025-61726
usr/local/bin/gosu,CVE-2025-61729,stdlib,v1.24.6,"1.24.11, 1.25.5",HIGH,crypto/x509: golang: Denial of Service due to excessive resource consumption via crafted certificate,https://avd.aquasec.com/nvd/cve-2025-61729
usr/local/bin/gosu,CVE-2026-25679,stdlib,v1.24.6,"1.25.8, 1.26.1",HIGH,net/url: Incorrect parsing of IPv6 host literals in net/url,https://avd.aquasec.com/nvd/cve-2026-25679
usr/local/bin/gosu,CVE-2026-27145,stdlib,v1.24.6,"1.25.11, 1.26.4",HIGH,crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries,https://avd.aquasec.com/nvd/cve-2026-27145
usr/local/bin/gosu,CVE-2026-32280,stdlib,v1.24.6,"1.25.9, 1.26.2",HIGH,crypto/x509: crypto/tls: golang: Go: Denial of Service vulnerability in certificate chain building,https://avd.aquasec.com/nvd/cve-2026-32280
usr/local/bin/gosu,CVE-2026-32281,stdlib,v1.24.6,"1.25.9, 1.26.2",HIGH,crypto/x509: golang: Go crypto/x509: Denial of Service via inefficient certificate chain validation,https://avd.aquasec.com/nvd/cve-2026-32281
usr/local/bin/gosu,CVE-2026-32283,stdlib,v1.24.6,"1.25.9, 1.26.2",HIGH,crypto/tls: golang: Go crypto/tls: Denial of Service via multiple TLS 1.3 key update messages,https://avd.aquasec.com/nvd/cve-2026-32283
usr/local/bin/gosu,CVE-2026-33811,stdlib,v1.24.6,"1.25.10, 1.26.3",HIGH,net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME,https://avd.aquasec.com/nvd/cve-2026-33811
usr/local/bin/gosu,CVE-2026-33814,stdlib,v1.24.6,"1.25.10, 1.26.3",HIGH,net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame,https://avd.aquasec.com/nvd/cve-2026-33814
usr/local/bin/gosu,CVE-2026-33818,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
usr/local/bin/gosu,CVE-2026-39820,stdlib,v1.24.6,"1.25.10, 1.26.3",HIGH,net/mail: golang: Go net/mail: Denial of Service via crafted email inputs,https://avd.aquasec.com/nvd/cve-2026-39820
usr/local/bin/gosu,CVE-2026-39821,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,https://avd.aquasec.com/nvd/cve-2026-39821
usr/local/bin/gosu,CVE-2026-39822,stdlib,v1.24.6,"1.25.12, 1.26.5, 1.27.0-rc.2",HIGH,golang: Go os.Root: Symlink following vulnerability allows directory traversal,https://avd.aquasec.com/nvd/cve-2026-39822
usr/local/bin/gosu,CVE-2026-39836,stdlib,v1.24.6,"1.25.10, 1.26.3",HIGH,net: golang: Go net package: Denial of Service via NUL byte in Dial and LookupPort on Windows,https://avd.aquasec.com/nvd/cve-2026-39836
usr/local/bin/gosu,CVE-2026-42499,stdlib,v1.24.6,"1.25.10, 1.26.3",HIGH,net/mail: golang: net/mail: Denial of Service via pathological email address parsing,https://avd.aquasec.com/nvd/cve-2026-42499
usr/local/bin/gosu,CVE-2026-42504,stdlib,v1.24.6,"1.25.11, 1.26.4",HIGH,mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header,https://avd.aquasec.com/nvd/cve-2026-42504
usr/local/bin/gosu,CVE-2026-56853,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,https://avd.aquasec.com/nvd/cve-2026-56853
usr/local/bin/gosu,CVE-2026-56858,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,html/template: golang: Go html/template: Cross-Site Scripting via pathological input,https://avd.aquasec.com/nvd/cve-2026-56858
usr/local/bin/gosu,CVE-2026-56859,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,https://avd.aquasec.com/nvd/cve-2026-56859
usr/local/bin/gosu,CVE-2026-56860,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,https://avd.aquasec.com/nvd/cve-2026-56860
usr/local/bin/gosu,CVE-2026-56862,stdlib,v1.24.6,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,https://avd.aquasec.com/nvd/cve-2026-56862
